,Номер животного,Ушная бирка животного,Пол,Номер лактации,Результат отела,Легкость отела,Дата рождения,Дней в сухостое предыдущей лактации,Дней стельности при событии,Номер группы животного,Предыдущий номер группы животного,Событие,Дни доения при событии,Дата события,Примечание события
239,702015,702015,F,4,MA,1,2/3/2017,61,0,5,3,НА_СХЕМУ,207,7/1/2022,9
240,702015,702015,F,4,MA,1,2/3/2017,61,0,3,3,МАСТИТ,210,7/4/2022,КМ3_13
241,702015,702015,F,4,MA,1,2/3/2017,61,0,5,3,ПЕРЕВОД,210,7/4/2022,F005T003
242,702015,702015,F,4,MA,1,2/3/2017,61,0,3,3,РАСЧКОП,221,7/15/2022,КАН
243,702015,702015,F,4,MA,1,2/3/2017,61,0,3,3,ЗДОРОВА,231,7/25/2022,МАСТИТ
244,702036,702036,F,4,FA,1,2/5/2017,52,158,1,12,БОЛЕЗНЬ,205,7/5/2022,СУСТАВ
245,702036,702036,F,4,FA,1,2/5/2017,52,158,12,12,ЗДОРОВА,205,7/5/2022,ХРОМОТА
246,702036,702036,F,4,FA,1,2/5/2017,52,158,5,12,ПЕРЕВОД,205,7/5/2022,F005T012
247,702036,702036,F,4,FA,1,2/5/2017,52,166,1,1,БОЛЕЗНЬ,231,7/31/2022,СУСТАВ
248,702054,702054,F,3,MA,1,2/8/2017,64,269,17,17,ВАКЦИН,355,7/19/2022,СКОУ
249,702054,702054,F,3,MA,1,2/8/2017,64,269,17,17,СУХ2,355,7/19/2022,-
250,702099,702099,F,4,MA,1,2/15/2017,58,143,7,12,СТЕЛН,226,7/11/2022,94 ДНИ
251,702104,702104,F,4,MA,1,2/15/2017,62,0,21,4,ПЕРЕВОД,30,7/1/2022,F021T002
252,702104,702104,F,4,MA,1,2/15/2017,62,0,4,4,ЗДОРОВА,36,7/7/2022,ГИНЕКОЛ
253,702104,702104,F,4,MA,1,2/15/2017,62,0,2,4,ЗДОРОВА,36,7/7/2022,ХРОМОТА
254,702111,702111,F,3,FA,1,2/17/2017,61,268,7,17,СУХОСТ,349,7/3/2022,CEBA
255,702112,702112,F,4,FA,1,2/17/2017,64,143,4,12,СТЕЛН,199,7/11/2022,94 ДНИ
256,702158,702158,F,3,MA,1,2/23/2017,65,278,17,17,ВАКЦИН,472,7/5/2022,СКОУ
257,702158,702158,F,3,MA,1,2/23/2017,65,278,17,17,СУХ2,472,7/5/2022,-
258,702173,702173,F,4,FA,1,2/25/2017,57,0,23,1,НЕОСЕМ,25,7/4/2022,ВОСПР
259,702173,702173,F,4,FA,1,2/25/2017,57,0,2,1,ЗДОРОВА,25,7/4/2022,ГИНЕКОЛ
260,702173,702173,F,4,FA,1,2/25/2017,57,0,2,1,НА_СХЕМУ,25,7/4/2022,11
261,702173,702173,F,4,FA,1,2/25/2017,57,0,23,1,ПЕРЕВОД,28,7/7/2022,F023T001
262,702173,702173,F,4,FA,1,2/25/2017,57,0,1,1,БОЛЕЗНЬ,39,7/18/2022,СУСТАВ
263,702173,702173,F,4,FA,1,2/25/2017,57,0,1,1,БОЛЕЗНЬ,52,7/31/2022,СУСТАВ
264,702185,702185,F,4,MA,1,2/27/2017,57,80,10,12,СТЕЛН,136,7/11/2022,31 ДНИ
265,702185,702185,F,4,MA,1,2/27/2017,57,82,10,12,РАСЧКОП,139,7/14/2022,КАН
266,703030,703030,F,4,FA,1,3/6/2017,57,0,2,10,РАСЧКОП,7,7/1/2022,РДК
267,703030,703030,F,4,FA,1,3/6/2017,57,0,21,10,ПЕРЕВОД,7,7/1/2022,F021T002
268,703030,703030,F,4,FA,1,3/6/2017,57,0,2,10,МЕТРИТ,17,7/11/2022,Э3
269,703030,703030,F,4,FA,1,3/6/2017,57,0,2,10,ЗДОРОВА,23,7/17/2022,ГИНЕКОЛ
270,703030,703030,F,4,FA,1,3/6/2017,57,0,23,10,ПЕРЕВОД,24,7/18/2022,F023T010
271,703030,703030,F,4,FA,1,3/6/2017,57,0,23,10,НА_СХЕМУ,24,7/18/2022,11
272,703059,703059,F,4,MAMA,1,3/12/2017,55,0,44,4,ПРОФОТ,0,7/20/2022,ПРОФ2
273,703059,703059,F,4,MAMA,1,3/12/2017,55,0,18,4,ОТЕЛ,0,7/20/2022,-
274,703059,703059,F,4,MAMA,1,3/12/2017,55,0,44,4,ПЕРЕВОД,1,7/21/2022,F044T021
275,703059,703059,F,4,MAMA,1,3/12/2017,55,0,21,4,МАСТИТ,2,7/22/2022,ТМ2_4
276,703059,703059,F,4,MAMA,1,3/12/2017,55,0,21,4,РАСЧКОП,4,7/24/2022,КАН
277,703059,703059,F,4,MAMA,1,3/12/2017,55,0,21,4,ЗДОРОВА,7,7/27/2022,МАСТИТ
278,703074,703074,F,4,FA,1,3/15/2017,57,208,10,12,РАСЧКОП,231,7/21/2022,КАН
279,703079,703079,F,4,MA,1,3/16/2017,60,131,4,2,СТЕЛН,196,7/25/2022,94 ДНИ
280,703099,703099,F,4,MD,1,3/20/2017,49,75,9,2,СТЕЛН,95,7/18/2022,31 ДНИ
281,703104,703104,F,3,MA,1,3/21/2017,64,283,17,17,СУХ2,503,7/13/2022,-
282,703104,703104,F,3,MA,1,3/21/2017,64,283,17,17,ВАКЦИН,503,7/13/2022,СКОУ
283,703106,703106,F,4,MA,1,3/21/2017,63,0,4,12,ОСЕМЕН,197,7/1/2022,7H14578
284,703106,703106,F,4,MA,1,3/21/2017,63,0,4,12,НА_СХЕМУ,197,7/1/2022,9
285,703133,703133,F,3,MA,1,3/26/2017,62,278,17,18,ВАКЦИН,343,7/5/2022,СКОУ
286,703133,703133,F,3,MA,1,3/26/2017,62,278,17,18,СУХ2,343,7/5/2022,-
287,703133,703133,F,3,MA,1,3/26/2017,62,278,18,18,ЗДОРОВА,360,7/22/2022,ХРОМОТА
288,703141,703141,F,4,FA,1,3/28/2017,56,0,21,44,ПРОФОТ,0,7/14/2022,ПРОФ2
289,703141,703141,F,4,FA,1,3/28/2017,56,0,18,44,ОТЕЛ,0,7/14/2022,-
290,703141,703141,F,4,FA,1,3/28/2017,56,0,44,44,ПЕРЕВОД,1,7/15/2022,F044T021
291,703141,703141,F,4,FA,1,3/28/2017,56,0,21,44,ПЕРЕВОД,5,7/19/2022,F021T002
292,703141,703141,F,4,FA,1,3/28/2017,56,0,2,44,ЗДОРОВА,7,7/21/2022,ХРОМОТА
293,703141,703141,F,4,FA,1,3/28/2017,56,0,2,44,РАСЧКОП,7,7/21/2022,КАН
294,704005,704005,F,4,MA,1,4/2/2017,66,0,2,4,МЕТРИТ,17,7/5/2022,Э3
295,704005,704005,F,4,MA,1,4/2/2017,66,0,2,4,ПЕРЕВОД,23,7/11/2022,F002T023
296,704005,704005,F,4,MA,1,4/2/2017,66,0,2,4,НА_СХЕМУ,23,7/11/2022,11
297,704005,704005,F,4,MA,1,4/2/2017,66,0,23,4,ПЕРЕВОД,24,7/12/2022,F023T004
298,704016,704016,F,4,FA,1,4/3/2017,70,0,21,44,ПЕРЕВОД,15,7/1/2022,F021T002
299,704016,704016,F,4,FA,1,4/3/2017,70,0,2,44,РАСЧКОП,15,7/1/2022,РДК
300,704016,704016,F,4,FA,1,4/3/2017,70,0,2,44,НА_СХЕМУ,25,7/11/2022,11
301,704016,704016,F,4,FA,1,4/3/2017,70,0,2,44,ЗДОРОВА,26,7/12/2022,ГИНЕКОЛ
302,704016,704016,F,4,FA,1,4/3/2017,70,0,23,44,БОЛЕЗНЬ,29,7/15/2022,СУСТАВ
303,704016,704016,F,4,FA,1,4/3/2017,70,0,23,44,ПЕРЕВОД,30,7/16/2022,F023T044
304,704016,704016,F,4,FA,1,4/3/2017,70,0,44,44,ПРОДАНА,32,7/18/2022,ПРОДАНА ; Прочее ; УВЗ3
305,704023,704023,F,4,FA,1,4/4/2017,62,0,4,1,ПЕРЕВОД,47,7/18/2022,F004T006
306,704031,704031,F,4,MA,1,4/6/2017,60,0,2,1,ЗДОРОВА,28,7/4/2022,ГИНЕКОЛ
307,704031,704031,F,4,MA,1,4/6/2017,60,0,23,1,НЕОСЕМ,28,7/4/2022,ВОСПР
308,704031,704031,F,4,MA,1,4/6/2017,60,0,23,1,ПЕРЕВОД,30,7/6/2022,F023T010
309,704031,704031,F,4,MA,1,4/6/2017,60,0,10,1,ПЕРЕВОД,42,7/18/2022,F010T001
310,704031,704031,F,4,MA,1,4/6/2017,60,0,1,1,БОЛЕЗНЬ,55,7/31/2022,СУСТАВ
311,704042,704042,F,4,MA,1,4/8/2017,59,131,7,7,СТЕЛН,155,7/25/2022,94 ДНИ
312,704043,704043,F,4,MA,1,4/8/2017,61,0,21,10,КЕТОЗ,4,7/2/2022,КЕТОЗ2
313,704043,704043,F,4,MA,1,4/8/2017,61,0,21,10,ПЕРЕВОД,8,7/6/2022,F021T002
314,704043,704043,F,4,MA,1,4/8/2017,61,0,2,10,РАСЧКОП,9,7/7/2022,КАН
315,704043,704043,F,4,MA,1,4/8/2017,61,0,2,10,МЕТРИТ,16,7/14/2022,Э3
316,704043,704043,F,4,MA,1,4/8/2017,61,0,2,10,НА_СХЕМУ,20,7/18/2022,11
317,704043,704043,F,4,MA,1,4/8/2017,61,0,2,10,ЗДОРОВА,24,7/22/2022,ХРОМОТА
318,704046,704046,F,4,MAMA,1,4/9/2017,62,0,2,4,ЗДОРОВА,10,7/2/2022,МАСТИТ
319,704046,704046,F,4,MAMA,1,4/9/2017,62,0,2,4,ЗДОРОВА,25,7/17/2022,ГИНЕКОЛ
320,704046,704046,F,4,MAMA,1,4/9/2017,62,0,23,4,НА_СХЕМУ,26,7/18/2022,11
321,704046,704046,F,4,MAMA,1,4/9/2017,62,0,23,4,ПЕРЕВОД,27,7/19/2022,F023T004
322,704070,704070,F,4,FA,1,4/14/2017,66,180,10,7,РАСЧКОП,236,7/21/2022,КАН
323,704081,704081,F,3,MA,1,4/19/2017,61,273,17,17,ВАКЦИН,420,7/26/2022,СКОУ
324,704081,704081,F,3,MA,1,4/19/2017,61,273,17,17,СУХ2,420,7/26/2022,-
325,704104,704104,F,3,FA,1,4/25/2017,65,281,17,17,СУХ2,312,7/5/2022,-
326,704104,704104,F,3,FA,1,4/25/2017,65,281,17,17,ВАКЦИН,312,7/5/2022,СКОУ
327,704107,-,F,4,MD,1,4/25/2017,82,0,18,18,ОТЕЛ,0,7/12/2022,-
328,704107,-,F,4,MD,1,4/25/2017,82,0,44,18,ПРОДАНА,2,7/14/2022,ПРОДАНА ; Причина 12 ; УВЗ12
329,704125,704125,F,4,FA,1,4/28/2017,61,0,4,4,ОСЕМЕН,60,7/22/2022,FEIM
330,704125,704125,F,4,FA,1,4/28/2017,61,0,4,4,НА_СХЕМУ,60,7/22/2022,9
331,704138,704138,F,4,MA,1,4/30/2017,60,187,10,12,ПЕРЕВОД,198,7/6/2022,F010T007
332,705033,705033,F,3,FA,1,5/5/2017,61,279,17,17,СУХ2,371,7/5/2022,-
333,705033,705033,F,3,FA,1,5/5/2017,61,279,17,17,ВАКЦИН,371,7/5/2022,СКОУ
334,705042,705042,F,4,FA,1,5/7/2017,56,0,2,10,МЕТРИТ,17,7/3/2022,Э3
335,705042,705042,F,4,FA,1,5/7/2017,56,0,2,10,НА_СХЕМУ,25,7/11/2022,11
336,705042,705042,F,4,FA,1,5/7/2017,56,0,2,10,ЗДОРОВА,26,7/12/2022,ГИНЕКОЛ
337,705042,705042,F,4,FA,1,5/7/2017,56,0,23,10,ПЕРЕВОД,32,7/18/2022,F023T010
338,705066,705066,F,4,MA,1,5/11/2017,67,0,2,23,ЗДОРОВА,36,7/4/2022,ГИНЕКОЛ
339,705066,705066,F,4,MA,1,5/11/2017,67,0,23,23,ПЕРЕВОД,58,7/26/2022,F023T010
340,705066,705066,F,4,MA,1,5/11/2017,67,0,10,23,ОСЕМЕН,61,7/29/2022,7H14578
341,705066,705066,F,4,MA,1,5/11/2017,67,0,23,23,НА_СХЕМУ,61,7/29/2022,9
342,705066,705066,F,4,MA,1,5/11/2017,67,0,10,23,ПЕРЕВОД,61,7/29/2022,F010T023
343,705066,705066,F,4,MA,1,5/11/2017,67,0,23,23,ПЕРЕВОД,62,7/30/2022,F023T004
344,705067,705067,F,3,FA,1,5/11/2017,63,0,1,1,БОЛЕЗНЬ,455,7/7/2022,АБС1
345,705067,705067,F,3,FA,1,5/11/2017,63,0,1,1,ПРОДАНА,475,7/27/2022,ПРОДАНА ; Причина 12 ; УВЗ12
346,705085,705085,F,4,MA,1,5/13/2017,55,68,4,4,СТЕЛН,96,7/25/2022,31 ДНИ
347,705086,705086,F,3,MA,1,5/14/2017,70,262,6,17,СТЕЛН,277,7/11/2022,213 ДНИ
348,705086,705086,F,3,MA,1,5/14/2017,70,264,6,17,СУХОСТ,280,7/14/2022,CEBA
349,705133,705133,F,3,FA,1,5/21/2017,69,187,10,5,ПЕРЕВОД,210,7/20/2022,F010T005
350,705134,705134,F,4,FA,1,5/21/2017,58,0,41,41,ХРОМОТА,105,7/3/2022,H2_3
351,705134,705134,F,4,FA,1,5/21/2017,58,0,41,41,РАСЧКОП,105,7/3/2022,КАН
352,705134,705134,F,4,FA,1,5/21/2017,58,0,41,41,ХРОМОТА,114,7/12/2022,H1_3
353,705134,705134,F,4,FA,1,5/21/2017,58,0,41,41,ХРОМОТА,127,7/25/2022,"N2_3,4"
354,705147,705147,F,3,MA,1,5/24/2017,114,233,7,7,СУХОСТ,372,7/3/2022,CEBA
355,705152,705152,F,3,MA,1,5/25/2017,63,220,7,7,СУХОСТ,445,7/3/2022,-
356,705166,705166,F,4,MA,1,5/27/2017,58,0,18,12,ОТЕЛ,0,7/9/2022,-
357,705166,705166,F,4,MA,1,5/27/2017,58,0,44,12,ПРОФОТ,0,7/9/2022,ПРОФ2
358,705166,705166,F,4,MA,1,5/27/2017,58,0,44,12,ПЕРЕВОД,2,7/11/2022,F044T021
359,705166,705166,F,4,MA,1,5/27/2017,58,0,21,12,ПЕРЕВОД,16,7/25/2022,F021T002
360,705166,705166,F,4,MA,1,5/27/2017,58,0,2,12,РАСЧКОП,16,7/25/2022,РДК
361,705166,705166,F,4,MA,1,5/27/2017,58,0,2,12,МЕТРИТ,17,7/26/2022,Э3
362,705166,705166,F,4,MA,1,5/27/2017,58,0,2,12,ЗДОРОВА,21,7/30/2022,ГИНЕКОЛ
363,705167,705167,F,4,MA,1,5/27/2017,62,75,4,4,СТЕЛН,103,7/18/2022,31 ДНИ
364,705167,705167,F,4,MA,1,5/27/2017,62,75,4,4,РАСЧКОП,113,7/28/2022,РДК
365,705168,705168,F,4,MA,1,5/27/2017,63,0,2,4,НА_СХЕМУ,25,7/4/2022,11
366,705168,705168,F,4,MA,1,5/27/2017,63,0,2,4,ЗДОРОВА,32,7/11/2022,МАСТИТ
367,705168,705168,F,4,MA,1,5/27/2017,63,0,2,4,ЗДОРОВА,33,7/12/2022,ГИНЕКОЛ
368,705168,705168,F,4,MA,1,5/27/2017,63,0,23,4,ПЕРЕВОД,40,7/19/2022,F023T004
369,705175,705175,F,4,MA,1,5/29/2017,58,176,3,3,ЗДОРОВА,190,7/2/2022,МАСТИТ
370,706004,706004,F,4,MA,1,6/1/2017,64,0,4,4,ОСЕМЕН,63,7/15/2022,7H14578
371,706004,706004,F,4,MA,1,6/1/2017,64,0,4,4,НА_СХЕМУ,63,7/15/2022,9
372,706032,706032,F,4,MA,1,6/6/2017,52,0,21,43,НЕОСЕМ,5,7/1/2022,ВЫМЯ
373,706032,706032,F,4,MA,1,6/6/2017,52,0,21,43,ПЕРЕВОД,8,7/4/2022,F021T043
374,706032,706032,F,4,MA,1,6/6/2017,52,0,43,43,ПРОДАНА,17,7/13/2022,ПРОДАНА ; Причина 12 ; УВЗ12
375,706035,706035,F,3,FA,1,6/6/2017,56,271,17,17,ВАКЦИН,313,7/19/2022,СКОУ
376,706035,706035,F,3,FA,1,6/6/2017,56,271,17,17,СУХ2,313,7/19/2022,-
377,706045,706045,F,4,MA,1,6/7/2017,59,33,10,10,НА_СХЕМУ,61,7/29/2022,9
378,706045,706045,F,4,MA,1,6/7/2017,59,33,10,10,ОСЕМЕН,61,7/29/2022,7H14578
379,706048,706048,F,4,FA,1,6/8/2017,72,0,10,10,НА_СХЕМУ,71,7/2/2022,55
380,706048,706048,F,4,FA,1,6/8/2017,72,34,10,10,ЯЛОВАЯ,94,7/25/2022,ЖТ
381,706048,706048,F,4,FA,1,6/8/2017,72,34,10,10,НА_СХЕМУ,95,7/26/2022,2
382,706048,706048,F,4,FA,1,6/8/2017,72,34,10,10,ОСЕМЕН,97,7/28/2022,1H15879
383,706048,706048,F,4,FA,1,6/8/2017,72,34,10,10,НА_СХЕМУ,98,7/29/2022,9
384,706065,706065,F,4,FA,1,6/10/2017,62,80,4,10,СТЕЛН,96,7/11/2022,31 ДНИ
385,706065,706065,F,4,FA,1,6/10/2017,62,82,4,10,РАСЧКОП,113,7/28/2022,РДК
386,706065,706065,F,4,FA,1,6/10/2017,62,82,4,10,ПЕРЕВОД,114,7/29/2022,F004T010
387,706066,706066,F,3,MA,1,6/11/2017,60,276,17,17,СУХ2,373,7/13/2022,-
388,706066,706066,F,3,MA,1,6/11/2017,60,276,17,17,ВАКЦИН,373,7/13/2022,СКОУ
389,706070,706070,F,3,MA,1,6/11/2017,50,272,17,17,ВАКЦИН,312,7/26/2022,СКОУ
390,706070,706070,F,3,MA,1,6/11/2017,50,272,17,17,СУХ2,312,7/26/2022,-
391,706080,706080,F,3,FA,1,6/12/2017,63,0,1,12,ОСЕМЕН,106,7/1/2022,1H15132
392,706080,706080,F,3,FA,1,6/12/2017,63,0,1,12,НА_СХЕМУ,106,7/1/2022,9
393,706080,706080,F,3,FA,1,6/12/2017,63,0,1,12,БОЛЕЗНЬ,123,7/18/2022,СУСТАВ
394,706080,706080,F,3,FA,1,6/12/2017,63,0,1,12,БОЛЕЗНЬ,136,7/31/2022,СУСТАВ
395,706084,706084,F,4,MA,1,6/14/2017,55,0,5,43,МАСТИТ,138,7/11/2022,КМ1_1_4
396,706084,706084,F,4,MA,1,6/14/2017,55,0,5,43,ПЕРЕВОД,140,7/13/2022,F005T003
397,706084,706084,F,4,MA,1,6/14/2017,55,0,3,43,РАСЧКОП,142,7/15/2022,КАН
398,706084,706084,F,4,MA,1,6/14/2017,55,0,3,43,ПЕРЕВОД,144,7/17/2022,F003T043
399,706084,706084,F,4,MA,1,6/14/2017,55,0,43,43,ПРОДАНА,154,7/27/2022,ПРОДАНА ; Причина 12 ; УВЗ12
400,706090,706090,F,4,MA,1,6/14/2017,61,38,5,12,ПЕРЕВОД,125,7/11/2022,F005T012
401,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,РАСЧКОП,129,7/15/2022,КАН
402,706090,706090,F,4,MA,1,6/14/2017,61,40,12,12,ЗДОРОВА,129,7/15/2022,ХРОМОТА
403,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,ЯЛОВАЯ,132,7/18/2022,ЖТ
404,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,НА_СХЕМУ,133,7/19/2022,2
405,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,ОСЕМЕН,136,7/22/2022,FEIM
406,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,НА_СХЕМУ,136,7/22/2022,9
407,706090,706090,F,4,MA,1,6/14/2017,61,40,4,12,ПЕРЕВОД,145,7/31/2022,F004T012
408,706127,-,F,3,FA,1,6/21/2017,62,271,45,18,БОЛЕЗНЬ,328,7/4/2022,РАНА
409,706127,-,F,3,FA,1,6/21/2017,62,271,18,18,ПЕРЕВОД,328,7/4/2022,F018T045
410,706127,706127,F,4,FA,1,6/21/2017,55,0,44,21,ПРОФОТ,0,7/6/2022,ПРОФ2
411,706127,706127,F,4,FA,1,6/21/2017,55,0,45,21,ОТЕЛ,0,7/6/2022,-
412,706127,706127,F,4,FA,1,6/21/2017,55,0,44,21,ПЕРЕВОД,1,7/7/2022,F044T021
413,706127,706127,F,4,FA,1,6/21/2017,55,0,21,21,МАСТИТ,2,7/8/2022,КМ5_3
414,706127,706127,F,4,FA,1,6/21/2017,55,0,21,21,РАСЧКОП,12,7/18/2022,КАН
415,706127,706127,F,4,FA,1,6/21/2017,55,0,21,21,МАСТИТ,13,7/19/2022,КМ6_4
416,706127,706127,F,4,FA,1,6/21/2017,55,0,21,21,МЕТРИТ,17,7/23/2022,Э3
417,706127,706127,F,4,FA,1,6/21/2017,55,0,21,21,ЗДОРОВА,18,7/24/2022,МАСТИТ
418,706131,706131,F,3,MA,1,6/21/2017,63,250,10,17,ПЕРЕВОД,266,7/6/2022,F010T007
419,706131,706131,F,3,MA,1,6/21/2017,63,257,7,17,СТЕЛН,278,7/18/2022,213 ДНИ
420,706131,706131,F,3,MA,1,6/21/2017,63,257,7,17,СУХОСТ,281,7/21/2022,CEBA
421,706153,706153,F,4,FA,1,6/24/2017,52,0,2,10,НА_СХЕМУ,22,7/11/2022,11
422,706153,706153,F,4,FA,1,6/24/2017,52,0,2,10,ЗДОРОВА,27,7/16/2022,ГИНЕКОЛ
423,706153,706153,F,4,FA,1,6/24/2017,52,0,23,10,ПЕРЕВОД,29,7/18/2022,F023T010
424,706162,706162,F,4,FA,1,6/27/2017,62,143,5,6,РАСЧКОП,159,7/4/2022,КАН
425,706162,706162,F,4,FA,1,6/27/2017,62,150,5,6,СТЕЛН,166,7/11/2022,101 ДНИ
426,706163,706163,F,4,FA,1,6/27/2017,59,0,4,12,ОСЕМЕН,61,7/29/2022,7H14578
427,706163,706163,F,4,FA,1,6/27/2017,59,0,12,12,НА_СХЕМУ,61,7/29/2022,9
428,706163,706163,F,4,FA,1,6/27/2017,59,0,4,12,ПЕРЕВОД,61,7/29/2022,F004T012
429,706175,706175,F,3,MA,1,6/29/2017,70,213,3,5,МАСТИТ,264,7/4/2022,ТМ9_3
430,706175,706175,F,3,MA,1,6/29/2017,70,213,7,5,ПЕРЕВОД,264,7/4/2022,F007T003
431,706175,706175,F,3,MA,1,6/29/2017,70,221,3,5,ПЕРЕВОД,272,7/12/2022,F003T043
432,706175,706175,F,3,MA,1,6/29/2017,70,222,43,5,ЗДОРОВА,276,7/16/2022,"МАСТИТ,"
433,706178,706178,F,4,MAMA,1,6/29/2017,57,0,2,3,НА_СХЕМУ,24,7/11/2022,11
434,706178,706178,F,4,MAMA,1,6/29/2017,57,0,2,3,ПЕРЕВОД,24,7/11/2022,F002T023
435,706178,706178,F,4,MAMA,1,6/29/2017,57,0,23,3,ПЕРЕВОД,33,7/20/2022,F023T010
436,706178,706178,F,4,MAMA,1,6/29/2017,57,0,10,3,ПЕРЕВОД,39,7/26/2022,F010T003
437,706178,706178,F,4,MAMA,1,6/29/2017,57,0,3,3,МАСТИТ,39,7/26/2022,"КМ6_1,4"
438,707007,707007,F,4,FA,1,7/2/2017,58,0,4,4,НА_СХЕМУ,24,7/4/2022,11
439,707031,707031,F,4,MA,1,7/6/2017,56,0,18,4,ОТЕЛ,0,7/21/2022,-
440,707031,707031,F,4,MA,1,7/6/2017,56,0,44,4,ПРОФОТ,0,7/21/2022,ПРОФ2
441,707031,707031,F,4,MA,1,7/6/2017,56,0,44,4,ПЕРЕВОД,1,7/22/2022,F044T021
442,707031,707031,F,4,MA,1,7/6/2017,56,0,21,4,ПЕРЕВОД,6,7/27/2022,F021T002
443,707047,707047,F,3,MAMA,1,7/9/2017,59,276,17,17,СУХ2,394,7/26/2022,-
444,707047,707047,F,3,MAMA,1,7/9/2017,59,276,17,17,ВАКЦИН,394,7/26/2022,СКОУ
445,707049,707049,F,3,FA,1,7/9/2017,60,258,7,17,РАСЧКОП,383,7/16/2022,КАН
446,707049,707049,F,3,FA,1,7/9/2017,60,258,7,17,СТЕЛН,385,7/18/2022,214 ДНИ
447,707049,707049,F,3,FA,1,7/9/2017,60,258,7,17,СУХОСТ,388,7/21/2022,CEBA
448,707053,707053,F,4,MA,1,7/10/2017,56,0,18,2,ОТЕЛ,0,7/14/2022,-
449,707053,707053,F,4,MA,1,7/10/2017,56,0,21,2,ПРОФОТ,0,7/14/2022,ПРОФ2
450,707053,707053,F,4,MA,1,7/10/2017,56,0,44,2,ПЕРЕВОД,1,7/15/2022,F044T021
451,707053,707053,F,4,MA,1,7/10/2017,56,0,21,2,ПЕРЕВОД,5,7/19/2022,F021T002
452,707053,707053,F,4,MA,1,7/10/2017,56,0,2,2,РАСЧКОП,7,7/21/2022,КАН
453,707053,707053,F,4,MA,1,7/10/2017,56,0,2,2,ПЕРЕВОД,8,7/22/2022,F002T044
454,707078,707078,F,3,FA,1,7/15/2017,58,0,1,1,БОЛЕЗНЬ,285,7/7/2022,СУСТАВ
455,707078,707078,F,3,FA,1,7/15/2017,58,0,1,1,БОЛЕЗНЬ,309,7/31/2022,АБС1
456,707080,707080,F,3,MA,1,7/15/2017,58,80,5,12,СТЕЛН,282,7/4/2022,31 ДНИ
457,707080,707080,F,3,MA,1,7/15/2017,58,89,5,12,ПЕРЕВОД,307,7/29/2022,F005T012
458,707080,707080,F,3,MA,1,7/15/2017,58,89,12,12,ХРОМОТА,307,7/29/2022,V1_4
459,707094,707094,F,4,MD,1,7/18/2017,55,0,44,4,ПЕРЕВОД,21,7/6/2022,F044T002
460,707094,707094,F,4,MD,1,7/18/2017,55,0,2,4,МЕТРИТ,21,7/6/2022,Э3
461,707094,707094,F,4,MD,1,7/18/2017,55,0,2,4,РАСЧКОП,22,7/7/2022,КАН
462,707094,707094,F,4,MD,1,7/18/2017,55,0,2,4,ПЕРЕВОД,26,7/11/2022,F002T023
463,707094,707094,F,4,MD,1,7/18/2017,55,0,2,4,НА_СХЕМУ,26,7/11/2022,11
464,707094,707094,F,4,MD,1,7/18/2017,55,0,23,4,ПЕРЕВОД,27,7/12/2022,F023T004
465,707109,707109,F,3,MD,1,7/21/2017,78,274,17,17,СУХ2,349,7/13/2022,-
466,707109,707109,F,3,MD,1,7/21/2017,78,274,17,17,ВАКЦИН,349,7/13/2022,СКОУ
467,707112,707112,F,3,FAFA,1,7/22/2017,58,267,7,17,СУХОСТ,281,7/3/2022,CEBA
468,707112,707112,F,3,FAFA,1,7/22/2017,58,267,17,17,ЗДОРОВА,300,7/22/2022,ХРОМОТА
469,707127,707127,F,4,FD,3,7/24/2017,59,0,3,3,МАСТИТ,34,7/2/2022,КМ3_4
470,707127,707127,F,4,FD,3,7/24/2017,59,0,10,3,ПЕРЕВОД,34,7/2/2022,F010T003
471,707127,707127,F,4,FD,3,7/24/2017,59,0,3,3,ЗДОРОВА,40,7/8/2022,МАСТИТ
472,707127,707127,F,4,FD,3,7/24/2017,59,0,4,3,ОСЕМЕН,61,7/29/2022,7H14578
473,707127,707127,F,4,FD,3,7/24/2017,59,0,4,3,НА_СХЕМУ,61,7/29/2022,9
474,707143,-,F,4,MA,1,7/26/2017,60,0,44,18,МЕТРИТ,0,7/11/2022,Э1
475,707143,-,F,4,MA,1,7/26/2017,60,0,44,18,ПАРЕЗ,0,7/11/2022,ПАРЕЗ
476,707143,-,F,4,MA,1,7/26/2017,60,0,18,18,ОТЕЛ,0,7/11/2022,-
477,707143,-,F,4,MA,1,7/26/2017,60,0,44,18,ПРОДАНА,2,7/13/2022,ПРОДАНА ; МясоКомбинат ; УВЗ13
478,707148,707148,F,3,MA,1,7/26/2017,61,276,17,17,ВАКЦИН,308,7/19/2022,СКОУ
479,707148,707148,F,3,MA,1,7/26/2017,61,276,17,17,СУХ2,308,7/19/2022,-
480,707151,707151,F,3,FA,1,7/26/2017,57,276,17,17,СУХ2,334,7/19/2022,-
481,707151,707151,F,3,FA,1,7/26/2017,57,276,17,17,ВАКЦИН,334,7/19/2022,СКОУ
482,707158,707158,F,4,FA,1,7/27/2017,96,0,18,2,ОТЕЛ,0,7/12/2022,-
